Category,City,Country/Region,Manufacturer,Order Date,Order ID,Product Name,Region,Segment,Ship Date,Ship Mode,State/Province,Sub-Category,Discount,Profit,Quantity,Sales
Furniture,New York City,United States,Other,2022-08-09,US-2022-131338,Longer-Life Soft White Bulbs,East,Consumer,2022-08-12,First Class,New York,Furnishings,0,2.9568,2,6.16
Furniture,New York City,United States,Other,2022-08-09,US-2022-131338,Artistic Insta-Plaque,East,Consumer,2022-08-12,First Class,New York,Furnishings,0,18.3456,3,47.04
Furniture,New York City,United States,KI,2022-08-09,US-2022-131338,KI Conference Tables,East,Consumer,2022-08-12,First Class,New York,Tables,0.4,-153.1224,9,382.806
Furniture,Detroit,United States,Bevis,2022-08-09,US-2022-163055,Bevis 36 x 72 Conference Tables,Central,Corporate,2022-08-16,Standard Class,Michigan,Tables,0,136.939,5,622.45
Office Supplies,Detroit,United States,Sanford,2022-08-09,US-2022-163055,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Central,Corporate,2022-08-16,Standard Class,Michigan,Art,0,0.968,1,2.2
Office Supplies,New York City,United States,GBC,2022-08-09,US-2022-131338,GBC Ibimaster 500 Manual ProClick Binding System,East,Consumer,2022-08-12,First Class,New York,Binders,0.2,456.588,2,1217.568
Office Supplies,New York City,United States,Acco,2022-08-09,US-2022-131338,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",East,Consumer,2022-08-12,First Class,New York,Fasteners,0,5.0055,3,10.65
Office Supplies,Jacksonville,United States,Avery,2022-08-09,US-2022-155453,Avery File Folder Labels,South,Corporate,2022-08-14,Standard Class,Florida,Labels,0.2,1.6704,2,4.608
Office Supplies,New York City,United States,Xerox,2022-08-09,US-2022-131338,Xerox 1886,East,Consumer,2022-08-12,First Class,New York,Paper,0,68.976,3,143.7
Office Supplies,New York City,United States,Xerox,2022-08-09,US-2022-128013,Xerox 1885,East,Corporate,2022-08-16,Standard Class,New York,Paper,0,69.1776,3,144.12
Office Supplies,New York City,United States,Tennsco,2022-08-09,US-2022-131338,"Tennsco Lockers, Gray",East,Consumer,2022-08-12,First Class,New York,Storage,0,2.9372,2,41.96
Office Supplies,Detroit,United States,Rogers,2022-08-09,US-2022-163055,Rogers Deluxe File Chest,Central,Corporate,2022-08-16,Standard Class,Michigan,Storage,0,0.2198,1,21.98
Technology,New York City,United States,Belkin,2022-08-09,US-2022-131338,Belkin QODE FastFit Bluetooth Keyboard,East,Consumer,2022-08-12,First Class,New York,Accessories,0,34.692,4,247.8
Technology,New York City,United States,Panasonic,2022-08-09,US-2022-131338,Panasonic KX-TG9471B,East,Consumer,2022-08-12,First Class,New York,Phones,0,274.386,5,979.95
Technology,New York City,United States,Nortel,2022-08-09,US-2022-131338,Nortel Meridian M3904 Professional Digital phone,East,Consumer,2022-08-12,First Class,New York,Phones,0,89.3142,2,307.98
Office Supplies,Redmond,United States,Fellowes,2022-08-10,US-2022-156496,Fellowes 8 Outlet Superior Workstation Surge Protector,West,Consumer,2022-08-16,Standard Class,Oregon,Appliances,0.2,15.0156,4,133.472
Office Supplies,Eagan,United States,Other,2022-08-10,US-2022-130022,Peel-Off China Markers,Central,Home Office,2022-08-16,Standard Class,Minnesota,Art,0,12.5118,3,29.79
Office Supplies,Detroit,United States,GBC,2022-08-10,US-2022-121699,GBC Binding covers,Central,Consumer,2022-08-14,Standard Class,Michigan,Binders,0,29.1375,5,64.75
Office Supplies,Eagan,United States,Avery,2022-08-10,US-2022-130022,Avery 489,Central,Home Office,2022-08-16,Standard Class,Minnesota,Labels,0,19.872,4,41.4
Office Supplies,Eagan,United States,Avery,2022-08-10,US-2022-130022,Avery 480,Central,Home Office,2022-08-16,Standard Class,Minnesota,Labels,0,1.8,1,3.75
Technology,Redmond,United States,AT&T,2022-08-10,US-2022-156496,AT&T 1080 Corded phone,West,Consumer,2022-08-16,Standard Class,Oregon,Phones,0.2,38.3572,4,438.368
Technology,Redmond,United States,OtterBox,2022-08-10,US-2022-156496,OtterBox Commuter Series Case - Samsung Galaxy S4,West,Consumer,2022-08-16,Standard Class,Oregon,Phones,0.2,-31.4874,7,139.944
Furniture,Raleigh,United States,Executive Impressions,2022-08-11,US-2022-119634,"Executive Impressions 13"" Clairmont Wall Clock",South,Consumer,2022-08-16,Standard Class,North Carolina,Furnishings,0.2,12.1149,3,46.152
Office Supplies,New York City,United States,Newell,2022-08-11,US-2022-156797,Newell 330,East,Home Office,2022-08-15,Standard Class,New York,Art,0,3.1096,2,11.96
Technology,New York City,United States,AT&T,2022-08-11,US-2022-156797,AT&T 841000 Phone,East,Home Office,2022-08-15,Standard Class,New York,Phones,0,34.5,2,138
Furniture,Pomona,United States,Ultra,2022-08-13,US-2022-148495,Ultra Door Pull Handle,West,Consumer,2022-08-13,Same Day,California,Furnishings,0,10.4148,3,31.56
Office Supplies,Greensboro,United States,Newell,2022-08-13,US-2022-133396,Newell 309,South,Corporate,2022-08-15,First Class,North Carolina,Art,0.2,8.085,7,64.68
Office Supplies,Yucaipa,United States,Other,2022-08-13,US-2022-112014,50 Colored Long Pencils,West,Corporate,2022-08-20,Standard Class,California,Art,0,13.208,5,50.8
Office Supplies,Richmond,United States,Avery,2022-08-13,US-2022-150441,Avery Round Ring Poly Binders,Central,Consumer,2022-08-17,Second Class,Indiana,Binders,0,5.5664,4,11.36
Office Supplies,Marietta,United States,3-ring staple pack,2022-08-13,US-2022-120516,3-ring staple pack,South,Consumer,2022-08-17,Standard Class,Georgia,Binders,0,2.7072,3,5.64
Office Supplies,Philadelphia,United States,Fellowes,2022-08-13,US-2022-169656,Fellowes High-Stak Drawer Files,East,Consumer,2022-08-16,First Class,Pennsylvania,Storage,0.2,15.8571,3,422.856
Furniture,Oakland,United States,Tensor,2022-08-15,US-2022-142454,Tensor Computer Mounted Lamp,West,Consumer,2022-08-19,Standard Class,California,Furnishings,0,28.1421,7,104.23
Office Supplies,Los Angeles,United States,Fellowes,2022-08-15,US-2022-162369,Fellowes Super Stor/Drawer Files,West,Corporate,2022-08-19,Standard Class,California,Storage,0,61.389,2,323.1
Office Supplies,Oakland,United States,Other,2022-08-15,US-2022-142454,Mobile Personal File Cube,West,Consumer,2022-08-19,Standard Class,California,Storage,0,18.9702,3,70.26
Furniture,Philadelphia,United States,O'Sullivan,2022-08-16,US-2022-164238,O'Sullivan Plantations 2-Door Library in Landvery Oak,East,Consumer,2022-08-20,Standard Class,Pennsylvania,Bookcases,0.5,-204.9996,3,301.47
Furniture,Philadelphia,United States,Tenex,2022-08-16,US-2022-126753,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",East,Corporate,2022-08-20,Standard Class,Pennsylvania,Furnishings,0.2,0,3,254.352
Office Supplies,Phoenix,United States,Newell,2022-08-16,US-2022-128090,Newell 346,West,Consumer,2022-08-22,Standard Class,Arizona,Art,0.2,0.2592,1,2.304
Office Supplies,Philadelphia,United States,Avery,2022-08-16,US-2022-126753,Avery Durable Slant Ring Binders With Label Holder,East,Corporate,2022-08-20,Standard Class,Pennsylvania,Binders,0.7,-2.7588,3,3.762
Office Supplies,Philadelphia,United States,Avery,2022-08-16,US-2022-126753,"Avery Durable Plastic 1"" Binders",East,Corporate,2022-08-20,Standard Class,Pennsylvania,Binders,0.7,-1.9068,2,2.724
Office Supplies,Phoenix,United States,Avery,2022-08-16,US-2022-128090,Avery 488,West,Consumer,2022-08-22,Standard Class,Arizona,Labels,0.2,1.764,2,5.04
Office Supplies,Philadelphia,United States,Xerox,2022-08-16,US-2022-126753,Xerox 199,East,Corporate,2022-08-20,Standard Class,Pennsylvania,Paper,0.2,3.21,3,10.272
Office Supplies,Phoenix,United States,Xerox,2022-08-16,US-2022-128090,Xerox 1891,West,Consumer,2022-08-22,Standard Class,Arizona,Paper,0.2,105.6456,8,313.024
Office Supplies,Philadelphia,United States,Xerox,2022-08-16,US-2022-126753,Xerox 227,East,Corporate,2022-08-20,Standard Class,Pennsylvania,Paper,0.2,3.6288,2,10.368
Office Supplies,Philadelphia,United States,Iris,2022-08-16,US-2022-164238,Iris Project Case,East,Consumer,2022-08-20,Standard Class,Pennsylvania,Storage,0.2,3.3516,7,44.688
Technology,Philadelphia,United States,SanDisk,2022-08-16,US-2022-126753,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,East,Corporate,2022-08-20,Standard Class,Pennsylvania,Accessories,0.2,-5.4558,3,31.176
Technology,Phoenix,United States,Samsung,2022-08-16,US-2022-128090,Samsung Galaxy S4 Mini,West,Consumer,2022-08-22,Standard Class,Arizona,Phones,0.2,211.4955,5,1879.96
Technology,Philadelphia,United States,Cisco,2022-08-16,US-2022-126753,Cisco IP Phone 7961G-GE VoIP phone,East,Corporate,2022-08-20,Standard Class,Pennsylvania,Phones,0.4,-112.6216,4,519.792
Office Supplies,Peoria,United States,Newell,2022-08-17,US-2022-119627,Newell 336,West,Consumer,2022-08-23,Standard Class,Arizona,Art,0.2,1.1556,3,10.272
Office Supplies,New Bedford,United States,Wilson Jones,2022-08-17,US-2022-111297,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,East,Corporate,2022-08-21,Standard Class,Massachusetts,Binders,0,23.49,9,52.2
Office Supplies,Peoria,United States,Xerox,2022-08-17,US-2022-119627,Xerox 21,West,Consumer,2022-08-23,Standard Class,Arizona,Paper,0.2,12.7008,7,36.288
Technology,Peoria,United States,First Data,2022-08-17,US-2022-119627,First Data FD10 PIN Pad,West,Consumer,2022-08-23,Standard Class,Arizona,Accessories,0.2,-31.6,4,252.8
Technology,Peoria,United States,Imation,2022-08-17,US-2022-119627,Imation Clip USB flash drive - 8 GB,West,Consumer,2022-08-23,Standard Class,Arizona,Accessories,0.2,-5.264,2,30.08
Furniture,San Francisco,United States,Sauder,2022-08-21,US-2022-130456,Sauder Camden County Collection Library,West,Corporate,2022-08-26,Standard Class,California,Bookcases,0.15,34.494,6,586.398
Furniture,San Francisco,United States,Hon,2022-08-21,US-2022-144267,Hon GuestStacker Chair,West,Home Office,2022-08-23,First Class,California,Chairs,0.2,40.8006,3,544.008
Furniture,Springfield,United States,Global,2022-08-21,US-2022-154823,Global Commerce Series High-Back Swivel/Tilt Chairs,East,Corporate,2022-08-25,Standard Class,Ohio,Chairs,0.3,-42.747,3,598.458
Furniture,Springfield,United States,Tenex,2022-08-21,US-2022-154823,Tenex Chairmats For Use with Hard Floors,East,Corporate,2022-08-25,Standard Class,Ohio,Furnishings,0.2,-3.8976,1,25.984
Office Supplies,Florence,United States,Other,2022-08-21,US-2022-122168,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",South,Corporate,2022-08-26,Standard Class,Kentucky,Art,0,10.0128,12,35.76
Office Supplies,Florence,United States,Quartet,2022-08-21,US-2022-122168,"Quartet Omega Colored Chalk, 12/Pack",South,Corporate,2022-08-26,Standard Class,Kentucky,Art,0,8.2344,3,17.52
Office Supplies,Springfield,United States,Acco,2022-08-21,US-2022-154823,Acco D-Ring Binder w/DublLock,East,Corporate,2022-08-25,Standard Class,Ohio,Binders,0.7,-8.9796,2,12.828
Office Supplies,Allentown,United States,GBC,2022-08-21,US-2022-130512,GBC DocuBind P100 Manual Binding Machine,East,Home Office,2022-08-25,Standard Class,Pennsylvania,Binders,0.7,-82.99,2,99.588
Office Supplies,San Francisco,United States,Xerox,2022-08-21,US-2022-144267,Xerox 191,West,Home Office,2022-08-23,First Class,California,Paper,0,28.1718,3,59.94
Office Supplies,San Francisco,United States,Xerox,2022-08-21,US-2022-144267,Xerox 1974,West,Home Office,2022-08-23,First Class,California,Paper,0,11.7208,4,23.92
Office Supplies,Allentown,United States,Xerox,2022-08-21,US-2022-130512,Xerox 1979,East,Home Office,2022-08-25,Standard Class,Pennsylvania,Paper,0.2,15.49,2,49.568
Office Supplies,San Francisco,United States,Xerox,2022-08-21,US-2022-144267,Xerox 1927,West,Home Office,2022-08-23,First Class,California,Paper,0,1.926,1,4.28
Office Supplies,San Francisco,United States,Carina,2022-08-21,US-2022-130456,Carina Double Wide Media Storage Towers in Natural & Black,West,Corporate,2022-08-26,Standard Class,California,Storage,0,3.2392,1,80.98
Office Supplies,Allentown,United States,SAFCO,2022-08-21,US-2022-130512,"SAFCO Commercial Wire Shelving, Black",East,Home Office,2022-08-25,Standard Class,Pennsylvania,Storage,0.2,-165.768,6,663.072
Office Supplies,Allentown,United States,Staple remover,2022-08-21,US-2022-130512,Staple remover,East,Home Office,2022-08-25,Standard Class,Pennsylvania,Supplies,0.2,-0.6976,2,3.488
Technology,Allentown,United States,Other,2022-08-21,US-2022-130512,Sabrent 4-Port USB 2.0 Hub,East,Home Office,2022-08-25,Standard Class,Pennsylvania,Accessories,0.2,3.8024,4,21.728
Office Supplies,New York City,United States,Newell,2022-08-22,US-2022-129854,Newell Chalk Holder,East,Home Office,2022-08-26,Standard Class,New York,Art,0,7.5992,4,16.52
Office Supplies,New York City,United States,Avery,2022-08-22,US-2022-132080,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",East,Corporate,2022-08-25,First Class,New York,Binders,0.2,16.2864,6,50.112
Office Supplies,Bolingbrook,United States,Holmes,2022-08-23,US-2022-114468,Holmes Odor Grabber,Central,Consumer,2022-08-23,Same Day,Illinois,Appliances,0.8,-13.5548,2,5.768
Office Supplies,Atlanta,United States,Avanti,2022-08-23,US-2022-165624,Avanti 4.4 Cu. Ft. Refrigerator,South,Consumer,2022-08-28,Standard Class,Georgia,Appliances,0,152.0232,3,542.94
Office Supplies,Atlanta,United States,Acco,2022-08-23,US-2022-165624,"Acco Six-Outlet Power Strip, 4' Cord Length",South,Consumer,2022-08-28,Standard Class,Georgia,Appliances,0,6.7236,3,25.86
Office Supplies,Bolingbrook,United States,Other,2022-08-23,US-2022-114468,Staples,Central,Consumer,2022-08-23,Same Day,Illinois,Fasteners,0.2,2.256,8,12.032
Office Supplies,Atlanta,United States,Avery,2022-08-23,US-2022-165624,Avery 474,South,Consumer,2022-08-28,Standard Class,Georgia,Labels,0,4.2336,3,8.64
Office Supplies,Bolingbrook,United States,Xerox,2022-08-23,US-2022-114468,Xerox 206,Central,Consumer,2022-08-23,Same Day,Illinois,Paper,0.2,3.6288,2,10.368
Office Supplies,Atlanta,United States,Xerox,2022-08-23,US-2022-165624,Xerox 1944,South,Consumer,2022-08-28,Standard Class,Georgia,Paper,0,94.962,5,193.8
Office Supplies,Atlanta,United States,Xerox,2022-08-23,US-2022-165624,Xerox 1890,South,Consumer,2022-08-28,Standard Class,Georgia,Paper,0,48.94,2,97.88
Office Supplies,Atlanta,United States,Xerox,2022-08-23,US-2022-165624,Xerox 1962,South,Consumer,2022-08-28,Standard Class,Georgia,Paper,0,9.63,5,21.4
Office Supplies,Bolingbrook,United States,Acme,2022-08-23,US-2022-114468,Acme Tagit Stainless Steel Antibacterial Scissors,Central,Consumer,2022-08-23,Same Day,Illinois,Supplies,0.2,2.772,4,31.68
Technology,Atlanta,United States,Maxell,2022-08-23,US-2022-165624,Maxell LTO Ultrium - 800 GB,South,Consumer,2022-08-28,Standard Class,Georgia,Accessories,0,47.8629,9,251.91
Furniture,New York City,United States,DAX,2022-08-24,US-2022-113740,"DAX Value U-Channel Document Frames, Easel Back",East,Consumer,2022-08-28,Second Class,New York,Furnishings,0,4.6221,3,14.91
Furniture,New York City,United States,Chromcraft,2022-08-24,US-2022-139584,Chromcraft Rectangular Conference Tables,East,Corporate,2022-08-28,Standard Class,New York,Tables,0.4,-75.8304,2,284.364
Furniture,Arlington,United States,Hon,2022-08-24,US-2022-146563,Hon Racetrack Conference Tables,Central,Consumer,2022-08-28,Standard Class,Texas,Tables,0.3,-118.1295,5,918.785
Office Supplies,Portland,United States,Other,2022-08-24,US-2022-169299,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",West,Consumer,2022-08-26,First Class,Oregon,Art,0.2,0.7152,3,7.152
Office Supplies,Arlington,United States,Avery,2022-08-24,US-2022-146563,"Avery Durable Plastic 1"" Binders",Central,Consumer,2022-08-28,Standard Class,Texas,Binders,0.8,-4.2222,3,2.724
Office Supplies,Bowling Green,United States,Avery,2022-08-24,US-2022-123939,Avery 474,East,Consumer,2022-08-26,Second Class,Ohio,Labels,0.2,2.5056,3,6.912
Office Supplies,Arlington,United States,Other,2022-08-24,US-2022-146563,"Hot File 7-Pocket, Floor Stand",Central,Consumer,2022-08-28,Standard Class,Texas,Storage,0.2,124.929,7,999.432
Office Supplies,Arlington,United States,Space Solutions,2022-08-24,US-2022-146563,Space Solutions Commercial Steel Shelving,Central,Consumer,2022-08-28,Standard Class,Texas,Storage,0.2,-135.765,14,724.08
Office Supplies,Bowling Green,United States,Other,2022-08-24,US-2022-123939,Adjustable Depth Letter/Legal Cart,East,Consumer,2022-08-26,Second Class,Ohio,Storage,0.2,48.9942,3,435.504
Technology,New York City,United States,Memorex,2022-08-24,US-2022-139584,Memorex Micro Travel Drive 8 GB,East,Corporate,2022-08-28,Standard Class,New York,Accessories,0,11.7,2,26
Technology,Florence,United States,Anker,2022-08-24,US-2022-102491,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,South,Consumer,2022-08-28,Standard Class,Kentucky,Accessories,0,18.3908,4,79.96
Technology,Bowling Green,United States,Belkin,2022-08-24,US-2022-123939,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",East,Consumer,2022-08-26,Second Class,Ohio,Phones,0.4,4.0473,3,26.982
Technology,Florence,United States,LG,2022-08-24,US-2022-102491,LG G3,South,Consumer,2022-08-28,Standard Class,Kentucky,Phones,0,170.5113,3,587.97
Furniture,Los Angeles,United States,Global,2022-08-25,US-2022-139759,"Global Deluxe Stacking Chair, Gray",West,Home Office,2022-08-30,Standard Class,California,Chairs,0.2,4.5882,1,40.784
Furniture,Houston,United States,Eldon,2022-08-25,US-2022-168809,"Eldon Executive Woodline II Desk Accessories, Mahogany",Central,Consumer,2022-08-25,Same Day,Texas,Furnishings,0.6,-16.5858,2,20.104
Furniture,Houston,United States,Nu-Dell,2022-08-25,US-2022-168809,Nu-Dell EZ-Mount Plastic Wall Frames,Central,Consumer,2022-08-25,Same Day,Texas,Furnishings,0.6,-3.94,5,7.88
Office Supplies,Los Angeles,United States,Fellowes,2022-08-25,US-2022-139759,Fellowes Advanced Computer Series Surge Protectors,West,Home Office,2022-08-30,Standard Class,California,Appliances,0,29.6688,4,105.96
Office Supplies,Houston,United States,Poly,2022-08-25,US-2022-168809,Poly Designer Cover & Back,Central,Consumer,2022-08-25,Same Day,Texas,Binders,0.8,-6.0768,1,3.798
Office Supplies,Los Angeles,United States,Avery,2022-08-27,US-2022-113040,Avery Heavy-Duty EZD View Binder with Locking Rings,West,Home Office,2022-08-31,Standard Class,California,Binders,0.2,1.6588,1,5.104
Office Supplies,San Diego,United States,Avery,2022-08-27,US-2022-101707,Avery 511,West,Consumer,2022-09-01,Standard Class,California,Labels,0,1.4784,1,3.08
